번호,소재지전화,사업장명
1786,1599-7123,충남대학교병원
1787,042-535-1900,새손병원
1788,042-606-1000,대전한국병원
1789,042-670-1201,대전기독요양병원
1790,042-620-7575,대전화병원
1791,042-716-1221,누리엘병원
1792,042-272-9633,대전광역시립제2노인전문병원
1793,042-628-7535,다솜요양병원
1794,042-634-7582,의료법인 원전의료재단 가양요양병원
1795,042-631-0100,부모사랑요양병원
1796,042-285-9988,명인요양병원
1797,042-274-9449,대전그린의료소비자생활협동조합 그린요양병원
1798,042-368-2000(9),의료법인 지아의료재단 대전동부요양병원
1799,042-283-2200,새봄요양병원
1800,042-272-8882,사회복지법인 성신원 동대전정신병원
1801,042-672-5123(1),삼성한방병원
1802,042-274-6700,보광노인전문병원
1803,051-554-1233,대동병원
1804,051-580-2700,의료법인 파란시티의료재단 부산항운병원
1805,051-505-1333,세화병원
1806,051-500-6000,사단법인 부산의료선교회 세계로병원
1807,051-555-5123,미주치과병원
1808,051-525-4446,하나인치과병원
1809,051-553-0050,의료법인 은빛의료재단 참사랑요양병원
1810,051-559-2000,우리들병원
1811,051-520-7700,의)은성의료재단 좋은애인요양병원
1812,051-555-6533,성산현대요양병원
1813,051-500-1500,으뜸요양병원
1814,051-532-1005,노블레스요양병원
1815,051-555-7588,의료법인 영신의료재단 동래유유요양병원
1816,051-523-3200,미래병원
1817,051-503-2111,의료법인 광혜의료재단 광혜병원
1818,051-531-6000,동래봉생병원
1819,051-555-8009,의료법인 동영의료재단 상록병원
1820,051-581-5846,의료법인 윤재의료재단 금정요양병원
1821,051-557-7011,의료법인 장수의료재단 동래요양병원
1822,1899-2555,의료법인 상원의료재단 부산힘찬병원
1823,051-559-8888,동래성모병원
1824,715-0500,동래아동병원
1825,051-523-2875,동래로덴치과병원
1826,051-522-7575,좋은날에 드라마여성병원
1827,051-525-7711,준요양병원
1828,051-507-7714,미남동의요양병원
1829,051-931-7000,사직요양병원
1830,051-503-0075,사직부산아동병원
1831,051-554-8811,의료법인 온의료재단 신세계요양병원
1832,051-555-5850,의료법인 윤재의료재단 금강요양병원
1833,051-500-9000,의료법인 강혜의료재단 온천사랑의요양병원
1834,051-330-2001,구포성심병원
1835,051-334-1001,한사랑내과병원
1836,051-363-0331,재단법인 일신기독교선교회 화명일신기독병원
1837,051-333-8600,아하브병원(의료법인 백양의료재단)
1838,051-330-3000,의료법인 인당의료재단 부민병원
1839,051-362-2804,사과나무치과병원
1840,051-333-8600,아하브요양병원
1841,051-330-5000,미래로병원
1842,051-332-7800,다사랑요양병원
1843,051-332-5060,남산정요양병원
1844,051-366-7000,의료법인 인당의료재단 구포부민병원
1845,051-342-7272,부산시노인전문제1병원
1846,051-332-7575,재단법인 베스티안재단 베스티안부산병원
1847,051-333-8135,경희요양병원
1848,051-361-3500,서울우리요양병원
1849,051-927-7000,의료법인 참사람의료재단 금곡효요양병원
1850,051-995-0900,의료법인 은성의료재단 좋은리버뷰요양병원
1851,051-332-1114,의료법인 패밀리의료재단 만덕힐요양병원
1852,051-330-6000,굿윌치과병원
1853,051-341-0119,의료법인 허명의료재단 구포일심요양병원
1854,051-333-1201,의료법인 청송의료재단 해뜨락요양병원
1855,051-939-8800,덕천요양병원
1856,051-363-2331,재단법인 일신기독교선교회 맥켄지일신재활병원
1857,051-333-0707,사회복지법인 동남복지재단 부산은빛요양병원
1858,361-8088,이앤미치과병원
1859,3317275,시원항병원
1860,051-301-8275,의료법인현백의료재단사상고려병원
1861,051-329-3000,의료법인센텀의료재단 서부산센텀병원
1862,051-329-9000,강림요양병원
1863,051-326-0900,의료법인 은성의료재단 좋은부산요양병원
1864,051-313-1717,미래어린이병원
1865,051-323-6613,우리병원
1866,051-304-1002,의료법인지석의료재단 효성프라임요양병원
1867,051-314-2280,학장성심요양병원
1868,051-305-7002,의료법인 주현의료재단 사상중앙요양병원
1869,051-320-6450,의료법인 길정의료재단 길정병원
1870,051-327-3333,삼인요양병원
1871,051-760-0600,광안자모병원
1872,051-750-5000,의료법인 센텀의료재단 센텀종합병원
1873,051-756-0081,비에이치에스한서병원
1874,051-625-2300,한나병원
1875,051-625-0900,의료법인 은성의료재단 좋은강안병원
1876,051-752-9011,성분도치과병원
1877,051-752-6100,의료법인전일의료재단한가족요양병원
1878,051-753-9595,의료법인백세의료재단백세요양병원
1879,051-626-0250,메트로적추병원
1880,051-745-5200,광안 더힐 요양병원
1881,758-7777,의료법인동일의료재단수영나라요양병원
1882,051-751-9775,상쾌한병원
1883,051-710-0119,광안정다운요양병원
1884,051-935-3000,다온요양병원
1885,051-753-3579,수영어린이병원
1886,051-755-8555,센텀해인요양병원
1887,051-315-0030,의료법인 서원의료재단 감로수요양병원
1888,051-301-0011,의료법인 현백의료재단 사상제일요양병원
1889,051-780-0600,(재)일신기독교선교회 정관일신기독병원
1890,051-723-0171,(의)서일의료재단기장병원
1891,051-722-4848,(의)피터의료재단새소망요양병원
1892,747-0079,평거요양병원
1893,741-7525,기장연세요양병원
1894,051-721-7582,현대요양병원
1895,051-720-5114,동남권원자력의학원원자력병원
1896,051-529-1524,의료법인뵈뵈의료재단복있는요양병원
1897,051-727-7812,정관우리아동병원
1898,522886100,효성요양병원
1899,052-241-1114,의료법인 동강의료재단 동강병원
1900,052-290-0114,의료법인에스엠씨의료재단울산세민병원
1901,052-290-6000,맘스여성병원
1902,042-528-7588,허리사랑병원
1903,02-2002-8000,서울적십자병원
1904,054-614-1009,오거리사랑요양병원
1905,054-251-0011,의료법인 유성의료재단 유성요양병원
1906,054-727-2233,봄요양병원
1907,054-241-0007,포항휴요양병원
1908,054256-5000,하나요양병원
1909,054-286-0575,의료법인원경의료재단 연일요양병원
1910,272-0151,포항성모병원
1911,275-0005,포항세명기독병원
1912,054-290-2423,해군포항병원
1913,281-0055,대구한의대포항한방병원
1914,283-0815(114),세명재활의학병원
1915,054-262-6206,의료법인화암의료재단 간호나라요양병원
1916,054242-8885,의료법인생명샘의료재단 로뎀요양병원
1917,054-272-7582,포항재활의학병원
1918,054-282-7752,상쾌한 항구병원
1919,054-245-6200,의료법인은성의료재단 좋은선린요양병원
1920,02-6907-2021,잠실자생한방병원
1921,054-245-0551,경상북도 포항노인전문요양병원
1922,054-289-9000,에스포항병원
1923,051-630-0300,재단법인일신기독교선교회 일신기독병원
1924,051-664-4000,의료법인정화의료재단 봉생기념병원
1925,051-644-2002,좋은문화병원
1926,051-711-9500,힘내라병원
1927,02-515-0007,노블케어요양병원
1928,054-250-2500,의료법인 경진의료재단 경희요양병원
1929,054-273-0001,의료법인 해도의료재단 제일마디요양병원
1930,054-245-5000,의료법인은성의료재단좋은선린병원
1931,054-247-0551,경상북도포항의료원
1932,240-6000,의료법인현암의료재단 포항우리병원
1933,054-274-7775,의료법인삼정의료재단포항여성병원
1934,054289-7514,포항이요양병원
1935,054-230-7700,인성병원
1936,054232-5275,의료법인한원의료재단 장성요양병원
1937,032-462-0321,로뎀요양병원
1938,055-785-2020,서울패미리병원
1939,055-785-1575,더이로운치과병원
1940,032-719-7874,새인천요양병원
1941,032-710-6001,나은요양병원
1942,041-558-1000,가야요양병원
1943,041-556-7781,의료법인 백석의료재단 한사랑요양병원
1944,041-564-5555,선한이웃요양병원
1945,054-244-7582,의료법인현보의료재단포항해도요양병원
1946,054-260-6000,흥해경희요양병원
1947,032-552-8050,빅토리아한방병원
1948,032-556-8810,예진요양병원
1949,032-554-8300,인천제2시립노인치매요양병원
1950,032-543-7582,지웰요양병원
1951,032-543-7530,의료법인 삼정의료재단 삼정병원
1952,032-555-4433,성로요양병원
1953,032-543-7114,다원병원
1954,054-262-1000,의료법인운하의료재단 포항요양병원
1955,054-250-1000,의료법인청암의료재단 포항송라요양병원
1956,230-7500,더조은요양병원
1957,054231-7533,시티요양병원
1958,054-727-7780,(의)안흥의료재단 영남병원
1959,043-265-1075,올리브한방병원
1960,031-885-1203,여주나무요양병원
1961,901-0402,청주자생한방병원
1962,042-826-7799,유성한방병원
1963,1533-0032,연세산돌병원
1964,061-285-5501,참자연한방병원
1965,031-381-3388,안양한방병원
1966,1670-7088,연세스타병원
1967,1577-4558,연세하나병원
1968,051-703-7585,더블유에스치과병원
1969,051-991-0123,부산큰병원
1970,062-451-7700,뉴엔젤병원
1971,031-565-0035,다산하나한방병원
1972,02-2038-0100,경동한방병원
1973,051-753-1500,체담한방병원
1974,054-451-1151,이안한방병원
1975,031-8026-2222,강동미사노블요양병원
1976,061-720-9900,이노스이비인후과병원
1977,053-285-1100,장수효요양병원
1978,031-813-9988,서울척탑병원
1979,1833-6375,무척바른한방병원
1980,055-381-4567,새힘한방병원
1981,-3525,자강한방병원
1982,031-968-2020,고양휴메디병원
1983,02-1899-0090,서울본브릿지병원
1984,031-794-9939,강동스마일요양병원
1985,031-792-7579,미사나이스한방병원
1986,051-935-0123,정한방병원
1987,054-444-8575,청담한방병원
1988,031-548-0010,동백성루카병원
1989,051-791-0070,서면더존한방병원
1990,053-314-1100,새결요양병원
1991,052-268-7000,복음요양병원
1992,055-912-9900,우리요양병원
1993,02-6956-1231,새힘병원
1994,-7155,라온한방병원
1995,061-820-0820,빛가람종합병원
1996,031-751-0660,위례재활의학과병원
1997,031-928-5211,양주가람한방병원
1998,636-7777,의료법인원산의료재단 다사랑요양병원
1999,063-631-0119,남원병원
2000,063620-1114,전라북도 남원의료원
2001,053-242-2800,파티마요양병원
2002,044-1668-0090,오케이한방병원
2003,042-486-6000,정한방병원
2004,055-810-8000,창원더키움병원
2005,042489-8888,바로세움병원
2006,031-316-0044,에스한방병원
2007,042-710-0006,오늘한방병원
2008,02-6010-5010,한창한방병원
2009,02-575-5114,네이처요양병원
2010,02-921-0088,성북미올한방병원
2011,062-652-7900,연수탑한방병원
2012,02-2611-8883,서울브이아이피(VIP)요양병원
2013,051-714-0000,부산예한방병원
2014,02-333-7550,활명한방병원
2015,1833-2922,건강한윌병원
2016,055-855-1112,하나병원
2017,032-466-7777,인정한방병원
2018,02-2602-8421,바른지성한방병원
2019,031-876-1114,바를정한방병원
2020,031-8083-0000,연세고든병원
2021,031-890-8080,참결한방병원
2022,055-222-1151,의료법인한결의료재단 자연한방병원
2023,02-465-6575,경희생생한방병원
2024,041-571-1075,천안도솔한방병원
2025,062-600-9000,수완탑요양병원
2026,031-378-0866,우현병원
2027,031-992-6100,한가온한방병원
2028,041-417-0001,나은필병원
2029,062-525-0600,소명한방병원
2030,061653-0233,새순한방병원
2031,055-321-1141,의료법인이은의료재단 이은요양병원
2032,031-248-2275,라운드치과병원
2033,031-410-4119,성포마루한방병원
2034,02-6674-7575,더드림요양병원
2035,031-939-5737,파주쾌척한방병원
2036,062-232-5000,대산한방병원
2037,02-474-8575,강동기운찬한방병원
2038,052-293-8888,북울산병원
2039,042-524-9901,중경한방병원
2040,064-756-6680,제주푸른병원
2041,031-949-4188,연세나을병원
2042,054-859-8888,건양요양병원
2043,031-945-7788,코키아한방병원
2044,1599-5588,연세더바로병원
2045,051-711-6000,부산더키즈병원
2046,-6052,기운찬한방병원
2047,02-547-8275,소통한방병원
2048,055-266-9000,의료법인 피앤케이의료재단 인생한방병원
2049,1599-5666,우리본병원
2050,061-246-7000,목포더좋은요양병원
2051,031-892-6000,씨에스한방병원
2052,051-668-6000,의료법인정화의료재단봉생힐링병원
2053,062-372-2333,경희미라클한방병원
2054,1522-2900,오스본병원
2055,062-362-7700,예스정형외과병원
2056,439008875,청주탑병원
2057,053-642-2200,제로치과병원
2058,02-6416-1010,치휴한방병원
2059,031-975-1275,일산다나은한방병원
2060,031-815-1119,혜성병원
2061,1588-7111,새울병원
2062,032-682-7700,프라임한방병원
2063,1555-3650,더케이365치과병원
2064,055-268-7777,상남한마음병원
2065,055-780-3000,울산이손병원
2066,041-427-7577,위라이브병원
2067,031-256-1119,스마일요양병원
2068,051-989-7575,베테랑병원
2069,031-895-4251,수원힐요양병원
2070,031-708-3650,365매일한방병원
2071,031-874-0119,연세베스트병원
2072,051-500-1100,빌리브세웅병원
2073,043-852-9119,충주미래병원
2074,041-911-0408,부인당한방병원
2075,051-601-8600,한국보훈복지의료공단 부산요양병원
2076,033-580-3700,근로복지공단 태백요양병원
2077,032-766-3737,신세계한방병원
2078,062-515-1500,가람병원
2079,043925-0000,아이쿱 재발방지 요양병원
2080,063240-2100,전북특별자치도마음사랑병원
2081,062-949-5200,광주시립정신병원
2082,062-960-0000,한사랑병원
2083,955-9200,자연요양병원
2084,611-1600,상그릴라요양병원
2085,062-940-9000,한마음병원
